Ticker,OriginalPrice,Quantity,OriginalDate,ActualPrice,TransType
AXP,158.7755432,10,7/9/2023,158.7755432,bto
DOW,53.35757446,18,7/9/2023,53.35757446,bto
MCD,296.008728,8,7/9/2023,296.008728,bto
GS,337.9963989,5,7/9/2023,337.9963989,bto
UNH,493.6734924,14,7/9/2023,493.6734924,bto
KO,63.81400299,22,7/9/2023,63.81400299,bto
V,232.0575714,20,7/9/2023,232.0575714,bto
BND,72.4699,15,7/9/2023,72.4699,bto
AGG,97.785,15,7/9/2023,97.785,bto
BOIL,61.31,15,7/9/2023,61.31,bto
