Ticker,OriginalPrice,Quantity,OriginalDate,ActualPrice,TransType
AXP,158.7755432,1,7/9/2023,158.7755432,bto
CSCO,46.98371887,5,7/9/2023,46.98371887,bto
NKE,127.5003052,6,7/9/2023,127.5003052,bto
INTC,30.17642593,12,7/9/2023,30.17642593,bto
RTX,99.71703339,15,7/9/2023,99.71703339,bto
HD,295.5721436,20,7/9/2023,295.5721436,bto
HD,295.5721436,20,7/9/2023,295.5721436,bto
