,Ticker,OriginalPrice,Quantity,OriginalDate,ActualPrice,TransType
0,wba,0,0,2023-07-11,0,BTO
0,pg,0,0,2023-07-11,0,BTO
0,cat,0,0,2023-07-11,0,BTO
0,cat,0,0,2023-07-11,0,BTO
