Symbol,Open,High,Low,Close,Beta,52Low,52High,Market Cap,Volume,Shares,Sector,Industry
CHRW,104.68,105.175,102.67,105.065,0.7947,86.6,121.23,"11,963 M","1,021,176","116,438,842",Industrials,Air Freight & Logistics
CPRT,78.75,78.99,78.12,78.9,1.23,51.105,79.095,"37,284 M","1,341,622","476,592,516",Industrials,Commercial Services & Supplies
CTAS,459.35,463.42,456.58,458.01,1.351,343.86,470.23,"46,572 M","307,272","101,701,804",Industrials,Commercial Services & Supplies
DE,382.1,384.02,373.325,382.22,1.016,283.81,448.3999,"110,703 M","1,383,068","296,322,273",Industrials,Machinery
EFX,198,199.83,196.435,200,1.447,145.98,234.14,"24,190 M","965,039","122,643,754",Industrials,Professional Services
EMR,83.74,83.86,82.39,83.82,1.398,72.405,99.6545,"47,278 M","4,498,487","571,400,000",Industrials,Electrical Equipment
ETN,171.36,171.39,167.35,172.38,1.107,122.5,178.75,"67,140 M","2,115,280","398,600,000",Industrials,Electrical Equipment
FAST,53.97,54.18,52.85,54.08,1.153,43.73,56.86,"30,848 M","2,971,729","571,042,439",Industrials,Trading Companies & Distributors
FDX,228.12,228.83,225.01,228.52,1.402,141.9193,248.7599,"56,899 M","955,141","251,351,937",Industrials,Air Freight & Logistics
GD,209.52,209.835,205.4,210.01,0.8487,207.42,256.86,"57,295 M","1,402,019","274,335,601",Industrials,Aerospace & Defense
GE,101.49,101.75,97.41,101.77,1.283,46.76580111,102.0298,"108,156 M","7,226,963","1,088,960,029",Industrials,Industrial Conglomerates
GNRC,115.12,116.46,108.94,114.74,1.125,86.29,299.85,"6,781 M","1,786,646","62,197,557",Industrials,Electrical Equipment
GWW,681.71,681.71,662.61,683.61,1.169,440.48,709.21,"33,486 M","248,102","50,166,964",Industrials,Trading Companies & Distributors
HON,198.215,199,194.93,197.96,1.075,166.63,220.96,"130,619 M","2,304,847","665,676,749",Industrials,Industrial Conglomerates
LHX,186.14,187.19,183.21,186.7,0.7005,189.079,255.095,"35,187 M","1,525,912","189,453,379",Industrials,Aerospace & Defense
LMT,453.66,454.04,446.21,453.07,0.6648,373.67,508.1,"114,452 M","962,887","253,252,553",Industrials,Aerospace & Defense
MMM,102.55,102.98,100.76,102.83,0.9534,100.1575,154.04,"56,182 M","2,963,164","551,672,217",Industrials,Industrial Conglomerates
NOC,443.28,445.275,435.2,443.71,0.5023,430.935,556.27,"67,157 M","645,682","151,859,445",Industrials,Aerospace & Defense
PAYX,107.42,107.87,106.85,107.67,0.9794,104.78,139.47,"38,647 M","1,584,697","360,508,880",Industrials,Professional Services
PWR,166.98,169.465,160.6,168.22,1.071,106.33,170.82,"24,002 M","1,229,203","145,160,159",Industrials,Construction & Engineering
ROK,276.9,280.86,275.28,278.63,1.401,190.08,309.36,"32,073 M","782,220","114,875,325",Industrials,Electrical Equipment
RTX,97,97.265,94.8644,97.16,1.025,80.27,108.84,"140,153 M","4,414,759","1,461,142,016",Industrials,Aerospace & Defense
TDG,767.08,767.08,750.86,769.22,1.467,499.63,772.96,"41,494 M","354,970","54,598,064",Industrials,Aerospace & Defense
TT,177.17,180.26,175.32,177.74,0.6707,120.64,196.22,"40,137 M","1,633,884","228,051,842",Industrials,Building Products
TXT,66.36,66.36,64.46,66.65,1.537,57.11,76.11,"13,182 M","1,235,471","201,679,524",Industrials,Aerospace & Defense
UPS,174.55,174.9406,172.86,175.83,1.084,154.8718,209.39,"148,456 M","3,495,232","856,688,889",Industrials,Air Freight & Logistics
VRSK,208.93,210.86,205.7,203.97,0.8559,156.05,206.99,"29,792 M","1,318,685","144,791,178",Industrials,Professional Services
WM,167.6,168.66,166.86,167.32,0.7303,138.89,175.98,"68,268 M","1,189,069","406,816,705",Industrials,Commercial Services & Supplies
AAPL,164.89,167.04,164.31,167.45,1.267,124.17,176.15,"2,623,120 M","81,235,427","15,821,946,000",Information Technology,"Technology Hardware, Storage & Peripherals"
ACN,273.28,273.78,265.68,275.18,1.24,242.8,322.88,"168,303 M","2,586,187","631,532,298",Information Technology,IT Services
ADBE,347.97,348,332.84,345.25,1.312,274.73,451.15,"154,045 M","6,614,890","458,700,000",Information Technology,Software
ADI,182,182.97,180.48,182.39,1.121,133.48,198.245,"91,726 M","2,308,181","505,852,499",Information Technology,Semiconductors & Semiconductor Equipment
ADSK,194.57,195.38,191.765,193.7,1.511,163.2,235.005,"41,460 M","855,873","214,782,702",Information Technology,Software
AKAM,78.28,78.76,76.845,78.46,0.8112,70.65,102.83,"12,042 M","1,426,938","156,304,214",Information Technology,IT Services
AMD,81.57,91.64,81.11,81.62,1.941,54.57,109.57,"139,391 M","122,840,488","1,609,406,409",Information Technology,Semiconductors & Semiconductor Equipment
ANET,132.02,136.81,131.68,132.73,1.234,89.115,171.44,"41,723 M","4,223,273","308,282,799",Information Technology,Communications Equipment
APH,74.47,74.98,73.88,74.83,1.221,61.67,82.86,"44,399 M","2,934,026","595,319,046",Information Technology,"Electronic Equipment, Instruments & Components"
AVGO,610,613.96,601.29,613.2,1.121,415.0682,648.4999,"254,390 M","1,768,438","416,923,664",Information Technology,Semiconductors & Semiconductor Equipment
CDAY,61.03,62.17,57.07,62.61,1.469,43.23,79.66,"8,866 M","3,735,947","155,006,926",Information Technology,Software
CDNS,208.1,208.67,204.95,207.45,1.018,132.315,216.73,"55,908 M","1,271,931","272,684,000",Information Technology,Software
CDW,163.21,165.9253,162.59,164.97,1.107,147.91,215,"22,143 M","1,461,538","135,136,297",Information Technology,"Electronic Equipment, Instruments & Components"
CRM,191.9,194.56,190.76,192.61,1.22,126.34,200.12,"188,344 M","4,386,506","979,023,216",Information Technology,Software
CSCO,45.77,45.93,45.555,45.96,0.9752,38.605,52.35,"187,179 M","17,748,930","4,095,823,317",Information Technology,Communications Equipment
DXC,23.35,23.465,22.1125,23.58,2.086,22.46,36,"5,064 M","1,612,346","227,682,482",Information Technology,IT Services
FFIV,130.34,131.83,130.34,131.12,1.067,127.05,176.08,"7,929 M","619,637","60,465,000",Information Technology,Communications Equipment
FSLR,175.34,176.97,170.915,174.33,1.341,59.6,220.2315,"18,330 M","1,516,328","106,825,674",Information Technology,Semiconductors & Semiconductor Equipment
FTNT,61.285,61.61,60.37,60.49,1.15,42.6101,69.07,"47,988 M","5,939,259","784,374,421",Information Technology,Software
GEN,16.62,16.68,16.375,16.75,1.748,15.52,23.74,"10,514 M","3,593,377","639,129,470",Information Technology,Software
GLW,31.5,31.67,31.17,31.67,1.058,28.98,37.73,"26,669 M","4,855,927","850,130,495",Information Technology,"Electronic Equipment, Instruments & Components"
HPE,13.88,13.9,13.655,13.95,1.254,11.9,17.25,"17,883 M","8,244,499","1,295,869,008",Information Technology,"Technology Hardware, Storage & Peripherals"
IBM,123.03,123.52,121.7563,123.45,0.8521,115.545,153.21,"111,299 M","4,468,237","908,045,414",Information Technology,IT Services
INTC,30.435,31.72,30.38,30.65,0.8849,24.59,45.91,"130,302 M","46,104,019","4,171,000,000",Information Technology,Semiconductors & Semiconductor Equipment
INTU,432.64,432.75,421.31,429.65,1.162,339.36,490.83,"118,517 M","1,283,953","280,546,394",Information Technology,Software
IT,305.48,305.48,295.43,305.85,1.28,221.39,358.25,"23,764 M","561,410","79,042,049",Information Technology,IT Services
MCHP,75.71,76.28,74.83,76.25,1.557,54.33,87.76,"41,649 M","6,144,720","547,795,897",Information Technology,Semiconductors & Semiconductor Equipment
MSFT,306.24,307.7626,303.4,304.4,0.9193,213.431,309.18,"2,270,872 M","22,519,907","7,435,487,575",Information Technology,Software
MU,60.55,60.96,59.9,60.91,1.421,48.43,75.41,"66,222 M","13,357,926","1,094,394,354",Information Technology,Semiconductors & Semiconductor Equipment
NOW,439.06,442.54,428.97,437.08,1.012,337,521.575,"87,712 M","1,658,810","203,740,103",Information Technology,Software
NVDA,276.51,278.59,272.4,278.02,1.809,108.13,288.3599,"680,781 M","32,185,041","2,470,000,000",Information Technology,Semiconductors & Semiconductor Equipment
ON,78,79.26,77.09,78.58,1.787,44.76,87.55,"33,613 M","5,189,413","431,872,829",Information Technology,Semiconductors & Semiconductor Equipment
ORCL,94.98,95.12,94.41,94.78,0.9762,60.78,96.7413,"256,400 M","5,038,200","2,699,802,000",Information Technology,Software
PAYC,297.03,304.08,279.5,293.7,1.423,255.82,402.7799,"16,204 M","1,103,800","57,872,000",Information Technology,Software
PTC,125.1,126.44,124.415,125.01,1.176,97.97,139.91,"14,809 M","577,748","118,263,203",Information Technology,Software
QCOM,104.03,107.12,103.5,112.83,1.239,101.93,156.66,"118,730 M","22,117,513","1,114,000,000",Information Technology,Semiconductors & Semiconductor Equipment
ROP,457.35,458.25,451.68,456.42,1.016,356.215,463.7,"48,311 M","376,098","106,535,014",Information Technology,Software
SNPS,368.11,370.85,366.1,368,1.153,255.02,392.79,"55,837 M","551,783","152,301,677",Information Technology,Software
STX,55.71,55.81,54.47,55.92,1.117,47.47,88.25,"11,414 M","1,841,518","207,082,374",Information Technology,"Technology Hardware, Storage & Peripherals"
SWKS,104.44,104.78,101.33,105.22,1.272,76.16,123.69,"16,256 M","2,944,999","159,153,152",Information Technology,Semiconductors & Semiconductor Equipment
TDY,408.7,410.2,403.8,411.06,1.053,325,447.6,"19,221 M","155,148","47,045,579",Information Technology,"Electronic Equipment, Instruments & Components"
TEL,120.67,121.11,119.125,121.41,1.318,104.76,138.24,"37,603 M","2,227,195","315,115,072",Information Technology,"Electronic Equipment, Instruments & Components"
VRSN,222.35,223.11,220.495,222.58,0.9928,155.25,224.56,"22,981 M","398,222","104,096,418",Information Technology,IT Services
WDC,33.01,33.135,32.64,33.05,1.756,29.73,63,"10,551 M","2,445,163","319,327,848",Information Technology,"Technology Hardware, Storage & Peripherals"
APD,294.05,295.195,290.19,293.89,0.8366,218.88,328.56,"64,642 M","710,451","222,082,851",Materials,Chemicals
CE,100.44,102.11,99.44,100.7,1.339,86.705,161.37,"11,210 M","1,483,723","110,824,914",Materials,Chemicals
CF,73.46,73.9699,69.72,73.85,1.012,68.04,119.5983,"13,658 M","2,973,123","194,919,933",Materials,Chemicals
DD,63.98,64.475,63.25,64.4,1.413,49.52,78.4,"29,405 M","3,075,430","459,016,772",Materials,Chemicals
DOW,52.9,53.41,52.27,53,1,42.91,70.38,"37,742 M","3,899,887","707,314,807",Materials,Chemicals
ECL,173.4,174.12,170.3,173.34,0.977,131.04,178.06,"49,066 M","1,040,656","284,669,498",Materials,Chemicals
FCX,36.18,36.33,34.76,36.33,1.996,24.8,46.73,"50,479 M","19,129,306","1,433,254,947",Materials,Metals & Mining
FMC,113.44,113.835,111,113.99,0.8214,98.24,134.38,"13,991 M","1,108,048","125,039,191",Materials,Chemicals
LIN,362.64,365.21,357.4647,363.5,0.8262,262.47,371.72,"176,647 M","1,545,832","489,597,392",Materials,Chemicals
LYB,89.25,90.585,88.4,89.48,1.265,71.46,117.22,"29,349 M","1,470,354","325,274,141",Materials,Chemicals
MOS,42.08,42.3763,38.3,42.87,1.584,40.29,66.6,"12,816 M","7,578,468","332,098,640",Materials,Chemicals
NEM,47.7,50.18,47.7,47.49,0.2782,37.45,73.18,"39,267 M","13,356,160","794,712,201",Materials,Metals & Mining
NUE,144.96,146.56,138.88,146.19,1.553,100.125,182.68,"35,110 M","2,831,631","251,000,000",Materials,Metals & Mining
PPG,138.3,138.3,134.665,138.34,1.182,107.06,145.51,"31,899 M","1,029,246","235,416,045",Materials,Chemicals
SHW,229.88,232.07,226.13,231.52,1.075,195.24,280.84,"58,629 M","1,363,373","257,890,316",Materials,Chemicals
CMS,60.88,61.5,60.3,61.19,0.3746,52.41,71.97,"17,876 M","2,003,864","291,656,125",Utilities,Multi-Utilities
CNP,29.89,30.45,29.74,29.95,0.9374,25.03,33.5,"19,057 M","3,204,581","631,029,243",Utilities,Multi-Utilities
D,56.08,56.82,55.51,55.76,0.4573,52.025,86.28,"47,250 M","3,673,715","835,250,715",Utilities,Multi-Utilities
DTE,111.89,112.93,110.96,111.63,0.6338,100.64,136.77,"23,224 M","751,393","206,109,174",Utilities,Multi-Utilities
DUK,97.58,98.49,97.11,97.33,0.4454,83.76,114.5,"75,608 M","3,067,188","770,648,212",Utilities,Electric Utilities
ED,98.23,99.22,97.72,98.04,0.3823,78.1,102.21,"34,131 M","1,648,058","346,437,853",Utilities,Multi-Utilities
LNT,54.38,55.305,53.77,54.43,0.5592,47.19,64.62,"13,776 M","1,725,418","251,385,816",Utilities,Electric Utilities
